abstract.id,row.id,TaskforceAllocation,FulltextTopicIdentifier,FulltextReviewer.initial,title,author,journal,volume,number,pages,year,doi,Timestamp,FulltextReviewer,StudyType,InteractionType,Scale,SpeciesInteracting,TraitDescription,SpeciesTraitVariation,GeneticNotes,What.is.the.scale.of.the.shift,Is.there.a.shift.in.the.interaction,What.is.the.direction.of.shift,What.factors.are.driving.that.shift,What.is.the.ecological.impact.of.the.interaction.and.shift.of.that.interaction,Is.there.a.connection.to.the.NC3,Reviewer.notes,Reviewer.outstanding.concerns,ReviewerDecision,ReviewerDecisionReason,ReviewerDecision.checked.by,FinalDecision,FinalDecisionReason,FinalDecisionNotes
MA181,82,Interspecific,host-symbiont,JK,Host sharing by the honey bee parasites Lotmaria passim and Nosema ceranae,"Tritschler, M. and Retschnig, G. and Yaez, O. and Williams, G.R. and Neumann, P.",Ecology and Evolution,7,6,1850-1857,2017,10.1002/ece3.2796,2/25/2020 10:19:52,JK,Observational,"Host-symbiont, Competition-cooperation",Inter-specific (>2 species),"Apis mellifera, Lotmaria passim, Nosema ceranae",presence of the other parasite species in host individual," Lotmaria passim, Nosema ceranae",no,Individuals,no (hypothesised but not found),interaction between 2 species of parasites in host (expected: from competition to mutualism),"not found, but could e.g. be host condition","it could be relevant for host survival, epidemics","yes: niche of parasite inside host depends on presence of other parasites (could e.g. lead to niche choice, i.e. host choice)",NA,"interaction not found, positive correlation between parasite loads interpreted as driven by host condition",Maybe,"no traits that vary, just presence/absence of parasite species",NM,Exclude,no evidence of trait variation,"Following reviewer reasoning, to trait variation, also no interaction between the parasites detected"
MA184,84,Interspecific,host-symbiont,RR,Host-pathogen interaction as a special case of interrelations between organisms,"Linskens, H.F.",Netherlands Journal of Plant Pathology,74,1 Supplement,01-Aug,1968,10.1007/BF01977507,03/02/2020 06:03,RR,Review,Host-symbiont,Inter-specific (2 species),plants and the organisms interacting with it in differet ways,NA,NA,NA,not applicable,"no, the study only describes about different types of interactions between plant hosts and other organisms , by providing the definitions and examples",NA,NA,NA,No,no,no,No,"There is no evidence of trait variation, There is no shift in the quality of the interaction, the review just focus on different types of interactions with plants as definitions and examples",NM,Exclude,no evidence of trait variation,Agree with reviewer decision
MA188,86,Intraspecific,male-female,CF,How individual and relative size affect participation in territorial defense and cortisol levels in a social fish,"Ligocki, Isaac Y. and Earley, Ryan L. and Hamilton, Ian M.",JOURNAL OF EXPERIMENTAL ZOOLOGY PART A-ECOLOGICAL AND INTEGRATIVE PHYSIOLOGY,331,4,217-226,2019,10.1002/jez.2255,3/26/2020 19:45:36,CF,Experimental,Aggression towards intruders,"Inter-specific (2 species), and intraspecific, they had both types of intruders","Main species cichlid fish, Neolamprologus pulcher, heterospecific intruder Altolamprologus compressiceps",size of the resident fish pair on agressive bouts towards the intruder,Neolamprologus pulcher,No,Individuals,no  just in degree of aggressive interactions towards the intruder,,"they measures individual size of the resident pair and cortisol level, so mainly social",None as far as I can tell,"I guess little connection, more territory defense and brood defense",NA,No,Maybe,There is no shift in the quality of the interaction,NM,Exclude,no shift in the interaction,"Following reviewer reasoning, no variation in mutualism"
MA199,89,Interspecific,predator-prey,NC,Individual interaction data are required in community ecology: a conceptual review of the predator-prey mass ratio and more,"Nakazawa, Takefumi",ECOLOGICAL RESEARCH,32,1,05-Dec,2017,10.1007/s11284-016-1408-1,01/08/2020 07:15,NC,"Modelling/theory, Review",Consumer-resource/predator-prey,"Inter-specific (>2 species), Intra-specific (within population)",NA,"Size of prey, size-preference of predators, variation in local prey communities",all,no,"Individuals, Populations","No, but possibly relevant","Mutualistic to antagonistic, Antagonistic to mutualistic","Size of prey, size-preference of predators","potentially prey choice and composition, shift from predation to mutualism",Yes,,"very general, no data",Maybe,"Not quantitatively usable, important from a conceptual point of view",NM,Exclude,no shift in the interaction,"Does not focus on shifts in m-a interactions, only briefly mentions mutualism and mutualistic-anatgonistic shifts in the Conclusions"
MA202,92,Interspecific,plant-animal,RR,Individual variation in resource use by opossums leading to nested fruit consumption,"Cantor, Mauricio and Pires, Mathias Mistretta and Longo, Guilherme Ortigara and Guimaraes, Jr., Paulo Roberto and Freire Setz, Eleonore Zulnara",OIKOS,122,7,1085-1093,2013,10.1111/j.1600-0706.2012.00070.x,01/02/2020 07:30,RR,"Experimental, network approach",plant-animal,Inter-specific (>2 species),Didelphis albiventris and the different plant species they feed on (29 species),fruit consumption behaviour,Didelphis albiventris,no,,no,,NA,ecological impact of the interaction- seed dispersal,there exists a variation within the population in the fruit consumption behaviour of didelphids,No,No shift in interaction between mutualism and antagonism,Maybe,the paper talks about the variation in fruit consumption behaviour of opossums and also suggests that there could be possible effects of this variations on the individual plant performance and plant community composition. But it doesnot mention about any shift of interaction between mutualism and antagomism.,NM,Exclude,no shift in the interaction,"Following reviewer reasoning, interaction appears to be varying levels of mutualistic, no evidence of antagonism"
MA206,95,Interspecific,plant-animal,CM,Insect seed predators and environmental change,"Lewis, Owen T. and Gripenberg, Sofia",JOURNAL OF APPLIED ECOLOGY,45,6,1593-1599,2008,10.1111/j.1365-2664.2008.01575.x,12/11/2019 18:43,CM,Review,Consumer-resource/predator-prey,Inter-specific (2 species),various tree and insect seed predator species,seed predation specificity,seed predators,NA,,No,always antagonistic,climate change,effects on management strategies for agricultural weeds,No,NA,NA,No,"There is no shift in the quality of the interaction, The trait varies between species, not within-species",NM,Exclude,trait varies between species,Agree with reviewer decision
MA208,96,Interspecific,predator-prey,RR,Inspection behaviour and inter-individual cooperation in juvenile qingbo: the effects of prior predator exposure and food deprivation,"Tang, Zhong-Hua and Wu, Qingyi and Fu, Shi-Jian",JOURNAL OF ETHOLOGY,36,2,181-190,2018,10.1007/s10164-018-0550-3,01/09/2020 00:36,RR,Experimental,Competition-cooperation,Inter-specific (2 species),"Spinibarbus sinensis, qingbo - prey and Channa argus, snakehead fish- predator",NA,NA,NA,,NA,,NA,NA,NA,Na,the paper is trying to see if there is a difference in inspection behaviour or cooperation among individuals in conditions of prior predator exposure and food deprivation. the paper only says that the result of no significant difference in their behaviour could be due to inter individual differences in anti-predation strategies. There is not even direct interaction between predator and prey because the predators are caged in the experiments.,No,"There is no shift in the quality of the interaction, there is only mention of a possible inter-individual differences in anti-predation strategies as a reason for the results that came out from the experiment (result: no significant differences in inspection behaviour or cooperation in conditions of food starvation and prior predator exposure). there is also no direct interaction between predator and prey in the experiment.",NM,Exclude,no shift in the interaction,"Following reviewer reasoning, no variation in antagonism (intraspecific level)"
MA214,98,Intraspecific,competition-cooperation,ET,Intra- and interindividual differences in the costs and benefits of intergroup aggression in female vervet monkeys,"Arseneau-Robar, T. Jean M. and Taucher, Anouk L. and Schnider, Alessandra B. and van Schaik, Carel P. and Willems, Erik P.",ANIMAL BEHAVIOUR,123,NA,129-137,2017,10.1016/j.anbehav.2016.10.034,11/22/2019 1:21:12,ET,Observational,"Male-female, Competition-cooperation",Intra-specific (between populations),Chlorocebus aethiops pygerythrus,Behavioural phenotype,Chlorocebus aethiops pygerythrus,No,No Shift,No,No Shift,No Shift,"Reproductive success, Access to resources",Social niche differences between sexes,No shift between mutualism and antagonism. Key conclusion: Females are more likely to fight when they don't have a baby or when they have support from males.,,No,There is no shift in the quality of the interaction,NM,Exclude,no shift in the interaction,Agree with reviewer decision
MA220,101,Interspecific,plant-animal,JK,Intraspecific differences in plant chemotype determine the structure of arthropod food webs,"Blint, J. and Zytynska, S.E. and Salamon, R.V. and Mehrparvar, M. and Weisser, W.W. and Schmitz, O.J. and Benedek, K. and Balog, A.",Oecologia,180,3,797-807,2016,10.1007/s00442-015-3508-y,2/26/2020 7:54:01,JK,Observational,"Competition-cooperation, Consumer-resource/predator-prey",Inter-specific (>2 species),"Tanacetum vulgare, diverse species in arthropod food web",plant chemotypes,Tanacetum vulgare,chemotype has a genetic basis,Species,rather not,plant food web structure change due to plant chemotype,genetic differences of plant,impact on food web,plant chemotype influences niches of species of plant food web,NA,not sure we want to include community ecology studies,Maybe,"plant chemotype influences interactions of species, but no obvious evidence for shift in quality of interaction",NM,Exclude,no shift in the interaction,"Following reviewer reasoning, variation changes strength of interactions between species, but not their m-a quality"
MA222,102,Interspecific,host-symbiont,LKL,Intraspecific variation in allelochemistry determines an invasive species' impact on soil microbial communities,"Lankau, Richard A.",OECOLOGIA,165,2,453-463,2011,10.1007/s00442-010-1736-8,01/06/2020 09:39,LKL,Experimental,"Host-symbiont, Competition-cooperation","""Unfortunately, this study did not have the power to determine to what degree this intraspecific variation was partitioned within versus among populations, or what underlying cause of the variation (genetic, maternal effects, etc.).""","Invader (Alliaria petiolata); native tree species (Platanus occidentalis, Quercus rubra, and Juglans nigra); symbionts such as arbuscular mycorrhizal fungi (AMF), ectomycorrhizal fungi (EMF) and bacteria community","Individual: Leaf and root glucosinolate and alliarinoside concentrations, leaf iso-6- O-b-vitexin concentration, and above-ground biomass;  Population: age",Invader (Alliaria petiolata),"Potentially, ""considerable variation in published studies addressing the allelopathic/anti-mycorrhizal prop- erties of A. petiolata, with studies finding no (McCarthy and Hanson 1998), relatively mild (Burke 2008), or strong effects (Stinson et al. 2006). Some of this variation may derive from methodological differences, but some of this variation may be the result of true biological variation among the A. petiolata populations or the native plants and soil communities studied.""",Species,"Not directly, ""microbial species that best promote native seedling growth also tended to be the most sensitive to allelochemicalssuggesting that A. petiolata affects native plants both by reducing mutualist abundance (Stinson et al. 2006; Wolfe et al. 2008) and by shifting soil communities toward a less mutualistic distribution.""",Mutualistic to antagonistic," ecological/biotic, abiotic factors ",population persistence and local species coexistence; spread and impact of invasive species,Yes,,no clear shift,Maybe,There is no shift in the quality of the interaction,NM,Exclude,no shift in the interaction,"Following reviewer reasoning, influence of allochemical is negative on microbial communities (with different levels of antagonism due to variation)"
MA223,103,Intraspecific,competition-cooperation,ET,Intraspecific variation in colony founding behavior and social organization in the honey ant Myrmecocystus mendax,"Eriksson, T.H. and Hlldobler, B. and Taylor, J.E. and Gadau, J.",Insectes Sociaux,66,2,283-297,2019,10.1007/s00040-019-00687-y,11/22/2019 1:41:15,ET,Experimental,Competition-cooperation,Intra-specific (within population),Myrmecocystus mendax,"Behavioural phenotype, Founding strategy",Myrmecocystus mendax,,Individuals,,No shift,No shift,No shift,Founding strategy varies on individual and population level,"Description of founding strategies, no shift",,No,There is no shift in the quality of the interaction,NM,Exclude,no shift in the interaction,Agree with reviewer decision
MA227,105,Intraspecific,competition-cooperation,NL,Kinetics of aggregate formation in social insects,"Nicolis, S.C.",Bulletin of Mathematical Biology,69,7,2387-2403,2007,10.1007/s11538-007-9224-y,02/08/2020 03:23,NL,Modelling/theory,aggregation kinetics,Intra-specific (within population),Simulation based on work on Lasius niger,Behavioural phenotype,Lasius niger,no,Individuals,not really antagonistics oder mutualistic behaviour,neither antagonistic nor mutualistic,Density,,not sure,I am not familiar with simulation papers at all. Maybe someone of the theoretical/moddeling taskforce wants to read it again?,no mutualistic vs antagostic interaction,No,neither antagonistic not mutualistic behaviour. It is just aggregation,NM,Exclude,no shift in the interaction,"Agree with reviewer decision, only focusing on how the degree of cooperation influences the formation of aggregated groups"
MA230,107,Interspecific,plant-animal,CM,Leaf domatia and mites on Australasian plants: ecological and evolutionary implications,"O'DOWD, D.J. and WILLSON, M.F.",Biological Journal of the Linnean Society,37,3,191-236,1989,10.1111/j.1095-8312.1989.tb01901.x,12/11/2019 18:56,CM,Observational,Host-symbiont,Inter-specific (2 species),37 plant species and numerous mite species,"leaf domatia structure, distribution and abundance on leaves",plants,NA,different mite species show different trophic levels,No,"No shift, rather descriptive",NA,NA,No,,"Impressive study, but not helpful for us",No,"There is no shift in the quality of the interaction, The trait varies between species, not within-species",NM,Exclude,trait varies between species,Agree with reviewer decision
MA231,108,Intraspecific,competition-cooperation,UE,Lethal male-male combat in the parasitoid Melittobia acasta: are size and competitive environment important?,"Reece, Sarah E. and Innocent, Tabitha M. and West, Stuart A.",ANIMAL BEHAVIOUR,74,5,1163-1169,2007,10.1016/j.anbehav.2006.10.027,02/06/2020 09:52,UE,Experimental,Competition-cooperation,Intra-specific (within population),"parasitoid wasp, Melittobia acasta",size of opponents; density of males and females,"parasitoid wasp, Melittobia acasta",no,Individuals,"no, only less or more (deadly) aggression",between more or less aggressive,"social (number of males, number of females), size",??,"individuals differ, and their niches, too (but sometimes you cannot choose your iche, e.g. when you are born inside a fly pupae, as is the case for parasitic wasps)",,"no shift, only more or less aggression",No,There is no shift in the quality of the interaction,NM,Exclude,no shift in the interaction,Agree with reviewer decision
MA235,109,Intraspecific,male-female,CF,Male monkeys fight in between-group conflicts as protective parents and reluctant recruits,"Arseneau, T. Jean M. and Taucher, Anouk-Lisa and van Schaik, Carel P. and Willems, Erik P.",ANIMAL BEHAVIOUR,110,NA,39-50,2015,10.1016/j.anbehav.2015.09.006,3/15/2020 2:17:53,CF,Observational,"Competition-cooperation, between group competition",Intra-specific (between populations),"vervet monkey, Chlorocebus aethiops",number of infants in group,Chlorocebus aethiops,no,,no,,"mating season, presence of infants, dominance status and likelihood to father offspring",none,no,likelihood to engage in aggressive interactions or not was studied,no clear shift in mutualism and antagonism,No,,NM,Exclude,no shift in the interaction,Agree with reviewer decision
MA242,111,Interspecific,host-symbiont,JK,"Metabolic diversity and niche structure in sponges from the Miskito Cays, Honduras","Freeman, C.J. and Easson, C.G. and Baker, D.M.",PeerJ,2014,12,NA,2014,10.7717/peerj.695,03/02/2020 08:36,JK,Observational,Host-symbiont,Inter-specific (>2 species),Porifera and symbionts,Microbial abundance influences  metabolic diversity,Porifera (div. species),no,NA (no shift),no,NA (no shift),NA (no shift),microbe abundance influence host niches,"yes, because metabolic niches are changed (however, the variation is between host species)",NA,no shift; multiple host species,No,There is no shift in the quality of the interaction,NM,Exclude,no shift in the interaction,Agree with reviewer decision
MA252,114,Modelling,n/a,KJB,"Mutualism, market effects and partner control","Johnstone, R. A. and Bshary, R.",JOURNAL OF EVOLUTIONARY BIOLOGY,21,3,879-888,2008,10.1111/j.1420-9101.2008.01505.x,2/15/2020 9:06:36,KJB,Modelling/theory,mutualism-exploitation,Inter-specific (2 species),focuses on cleaner and client systems,time until client terminates interaction and degree of cooperation by the cleaner,No real variation is explored,No,Populations,"Yes, but it depends on the relative frequency of cleaners vs. clients, not on variation in their trait values",Less (abundance) of cleaners leads to greater exploitation and longer times until interactions are terminated,Risk of not finding a new cleaner again vs. the risk of being exploited by the current cleaner.,NA,Not clearly.,,"No variation within a population, comparisons are more across different hypothetical populations that are characterized by different densities.",No,There is no evidence of trait variation,NM,Exclude,no evidence of trait variation,Agree with reviewer decision
MA268,120,Interspecific,host-symbiont; predator-prey,LKL,Parallel and nonparallel behavioural evolution in response to parasitism and predation in Trinidadian guppies,"Jacquin, L. and Reader, S.M. and Boniface, A. and Mateluna, J. and Patalas, I. and Prez-Jvostov, F. and Hendry, A.P.",Journal of evolutionary biology,29,7,1406-1422,2016,10.1111/jeb.12880,01/06/2020 05:07,LKL,Experimental,"Host-symbiont, Consumer-resource/predator-prey",,"Trinidadian guppy (Poecilia reticulata), ectoparasite (Gyrodactylus spp.), predators not specified","Instead the study focuses at the differences of guppies' behavioural traits such as activity, sociability (shoaling tendency) and boldness in selection regimes with various predation and parasitism intensities",Trinidadian guppy (Poecilia reticulata),Yes,NA,No,No shift,NA,NA,maintenance of individual-level traits,NA,No shift,Maybe,There is no shift in the quality of the interaction,NM,Exclude,no shift in the interaction,"Following reviewer reasoning, no evidence of mutualism"
MA274,123,Intraspecific,competition-cooperation,NL,Patterns of participation and free riding in territorial conflicts among ringtailed lemurs (Lemur catta),"Nunn, C.L. and Deaner, R.O.",Behavioral Ecology and Sociobiology,57,1,50-61,2004,10.1007/s00265-004-0830-5,02/03/2020 04:25,NL,"Observational, Experimental",Competition-cooperation,Intra-specific (within population),Lemur catta,behavioural phenotype,Lemur catta,no,,"no, just variation along the continuum of  participation in inter-group encounters",,no shift; factors driving participation are dominance rank and no. of daughters,"no shift, but kin selection may play a role in participation in inter-group conflicts",interindividual differences,,"Very small sample size, no mut-ant shift",No,There is no shift in the quality of the interaction,NM,Exclude,no shift in the interaction,"Shift in interactions do not appear to be directly related to the m-a continuum. There is variation in within-group cooperation (within-group conflict/competition not addressed), and variation in among-group aggression/conflict (among-group cooperation not addressed)."
MA275,124,Intraspecific,competition-cooperation,NL,Personality and density affect nest defence and nest survival in the great tit,"Vrublevska, J. and Krama, T. and Rantala, M.J. and Mierauskas, P. and Freeberg, T.M. and Krams, I.A.",Acta Ethologica,18,2,111-120,2015,10.1007/s10211-014-0191-7,02/08/2020 03:47,NL,"Observational, Experimental","Competition-cooperation, Consumer-resource/predator-prey",Intra-specific (within population),Parus major,mobbing (=coorperative behaviour against common predator),Parus major,,Individuals,"not really, just a variation in cooperative behaviour",No antagonistic data in this study,"density (distance to neighbouring nestbox), personality (neopobic vs neophilic)",Nestling survival --> proxy for fitness,"yes, social environment has an impact on cooperative behaviour",,"no antagonistic interaction within the species, only cooperative aggression against common predator",No,There is no shift in the quality of the interaction,NM,Exclude,no shift in the interaction,"Following reviewer reasoning, no variation in antagonism"
MA280,125,Interspecific,host-symbiont,LKL,"Plant and insect microbial symbionts alter the outcome of plantherbivoreparasitoid interactions: implications for invaded, agricultural and natural systems","Bennett, A.E. and Millar, N.S. and Gedrovics, E. and Karley, A.J.",Journal of Ecology,104,6,1734-1744,2016,10.1111/1365-2745.12620,01/07/2020 04:01,LKL,Experimental,Host-symbiont,Inter-specific (>2 species),"Solanum spp.(S. berthaultii, S. polyadenum, S. tuberosum STN and S. tuberosum Chilean); potato aphid, Macrosiphum euphorbiae; aphid facultative endosymbiont, Hamiltonella defensa","They determined the influence of plant type, herbivore holobiont and root AM fungal infection on changes in root allocation and parasitism success.",NA,Not mentioned,"Populations, Species",No,NA,NA,NA,NA,NA,NA,No,"There is no shift in the quality of the interaction, The trait varies between species, not within-species",NM,Exclude,no shift in the interaction,Agree with reviewer decision
MA281,126,Interspecific,plant-animal,LKL,Plant biotic interactions in the Sonoran desert: Current knowledge and future research perspectives,"Franklin, K.A. and Sommers, P.N. and Aslan, C.E. and Lpez, B.R. and Bronstein, J.L. and Bustamante, E. and Brquez, A. and Medelln, R.A. and Marazzi, B.",International Journal of Plant Sciences,177,3,217-234,2016,10.1086/684261,01/12/2020 00:56,LKL,Review,Host-symbiont,"Inter-specific (2 species), Inter-specific (>2 species)","Plant, microbes",only,,,Species,"No, they only mentioned environmental factors can cause interactions to shift from antagonistic to mutualistic but didn't provide revenant examples. Should refer to the original paper cited (Partita-Martinez and Heil 2011- The microbe-free plant: fact or artifact?)",,No concrete samples but abiotic/ecological factors were suggested,NA,Not the review but the original papers mentioned,NA,no clear trait variations in this context of interaction shift and no clear shift in interaction,No,"There is no evidence of trait variation, There is no shift in the quality of the interaction",NM,Exclude,no evidence of trait variation,Agree with reviewer decision
MA282,127,Interspecific,host-symbiont,RR,Plant geographic phenotypic variation drives diversification in its associated community of a phytophagous insect and its parasitoids,"Yu, Hui and Liang, Dan and Tian, Enwei and Zheng, Linna and Kjellberg, Finn",BMC EVOLUTIONARY BIOLOGY,18,NA,NA,2018,10.1186/s12862-018-1239-5,01/06/2020 11:43,RR,Experimental,Host-symbiont,Inter-specific (>2 species),Ficus hirta (plant) and associated parasitic fig wasps (Philotrypesis josephi and Sycoscapter hirticola),inflorescence receptacle size (fig wall thickness) in  Ficus hirta varies and the parasitoid wasps also respond to this in terms of the variation in their ovipositor length,Ficus hirta (plant). also changes in parasitoid wasps found as a response to changes in plants,"it could be heritable because it is mentioned in the paper that generally, such variation in plant traits is either a direct plastic phenotypic response to local conditions or the product of local adaptation.",,no,,,ecological impact of interaction : diversification of parasitic wasps on the host plants and resulting geographic variation in community composition,there is geographical  varaition existing in both host plants and the parasitic wasps,NA,No,No,"There is no shift in the quality of the interaction, the paper is about how geographic variation in host plants results in diversification of parasitic  wasps ",NM,Exclude,no shift in the interaction,Agree with reviewer decision
MA290,131,Interspecific,host-symbiont,LKL,Population-specific responses to an invasive species,"Reichard, M. and Douda, K. and Przybyski, M. and Popa, O.P. and Karbanov, E. and Matasov, K. and Rylkov, K. and Polaik, M. and Blaek, R. and Smith, C.",Proceedings of the Royal Society B: Biological Sciences,282,1812,01-Aug,2015,10.1098/rspb.2015.1063,01/04/2020 05:21,LKL,Experimental,Host-symbiont,Inter-specific (2 species),"invasive mussel (Anodonta woodiana), European bitterling (Rhodeus amarus)",behavioural phenotype,R. amarus (ejecting their parasitic larvae; behavioural avoidance/preference to oviposit in A. woodiana and A. anatina); A. woodiana (the capacity to metamorphose on R. amarus),No,Populations,No,Not clearly shown by this study but a large body of research has demonstrated the shifts,"invasion of a competitor (native species), rate/degree of adaptations",community structure and interspecific associations,Yes,NA,NA,Maybe,There is no shift in the quality of the interaction,NM,Exclude,no shift in the interaction,"Following reviewer reasoning, appears to be a case of mutual parasitism, and the separate forms of parasitism vary in strength"
MA291,132,Interspecific,host-symbiont,JK,Potential for endophyte symbiosis to increase resistance of the native grass Poa alsodes to invasion by the non-native grass Microstegium vimineum,"Craig, S. and Kannadan, S. and Flory, S.L. and Seifert, E.K. and Whitney, K.D. and Rudgers, J.A.",Symbiosis,53,1,17-28,2011,10.1007/s13199-010-0102-2,03/02/2020 08:57,JK,Experimental,"Host-symbiont, Competition-cooperation",Inter-specific (>2 species),"native grass Poa alsodes, invasive grass Microstegium vimineum, fungal endophyte Neotyphodium sp.",presence of fungal symbiont influences competition between P. alsodes and M. vimineum,P. alsodes,no,NA (no shift),no,NA (no shift),NA,presence of fungal endophyte in native grass influence invasion success of competing invasive grass,maybe (symbiont influence niche of host),NA,no shift (interactions remain mutualistic and competitive),No,There is no shift in the quality of the interaction,NM,Exclude,no shift in the interaction,Agree with reviewer decision
MA298,134,Interspecific,host-symbiont,JK,Rapid viral symbiogenesis via changes in parasitoid wasp genome architecture,"Burke, G.R. and Simmonds, T.J. and Sharanowski, B.J. and Geib, S.M.",Molecular Biology and Evolution,35,10,2463-2474,2018,10.1093/molbev/msy148,03/02/2020 09:25,JK,Observational,Host-symbiont,Inter-specific (2 species),Fopius arisanus; endogenous Nudivirus,benefits for the parasitoid in host infection have led to endogenisation of the virus,"the study deals with phylogenetic patterns, so there is no variation any more","yes, study mainly describes the genetic basis",Species,"over long evolutionary timescales, the antagonism has evolved to mutualism",Antagonistic to mutualistic,ability to infect hosts,impact on host-parasite interaction,"virus integration has changed host niches; however, on a macroevol. time scale",NA,not sure we want to consider phylogenetic processes?,Maybe,There is no evidence of trait variation,NM,Exclude,trait varies between species,Following reviewer reasoning
MA299,135,Interspecific,host-symbiont,JK,"Rates of parasitism, but not allocation of egg resources, vary among and within hosts of a generalist avian brood parasite","Merrill, L. and Chiavacci, S.J. and Paitz, R.T. and Benson, T.J.",Oecologia,184,2,399-410,2017,10.1007/s00442-017-3870-z,03/02/2020 09:38,JK,Observational,Host-symbiont,Inter-specific (>2 species),"cowbird Molothrus after, several host species",(quality/status of) host for cowbird,hosts and cowbird (host choice and egg resources),no,NA (no shift),no,NA (no shift),NA (no shift),NA,niche choice by cowbird,NA,no shift in interaction,No,There is no shift in the quality of the interaction,NM,Exclude,no shift in the interaction,Agree with reviewer decision
MA303,137,Interspecific,host-symbiont,LKL,Regional collapse of symbiotic specificity between lucanid beetles and canestriniid mites,"Okabe, K. and Masuya, H. and Kanzaki, N. and Taki, H.",Naturwissenschaften,99,11,959-965,2012,10.1007/s00114-012-0979-0,01/02/2020 00:34,LKL,"Observational, Experimental","Host-symbiont, Competition-cooperation",Inter-specific (>2 species),"lucanid beetles (Dorcus rectus and Dorcus striatipennis) and symbiotic mites (Haitlingeria sp. and Sandrophela sp., respectively)",,"Nil, this study focuses on the geographic variation",NA,,No,,,,Yes,Nil,Nil,No,"There is no shift in the quality of the interaction, The trait varies between species, not within-species",NM,Exclude,no shift in the interaction,Agree with reviewer decision
MA315,139,Intraspecific,competition-cooperation,ET,"Sex differences in intrasexual aggression among sex-role-reversed, cooperatively breeding cichlid fish Julidochromis regani","Ito, Munehiko H. and Yamaguchi, Motoomi and Kutsukake, Nobuyuki",JOURNAL OF ETHOLOGY,35,1,137-144,2017,10.1007/s10164-016-0501-9,11/22/2019 1:47:23,ET,Experimental,Male-female,Intra-specific (within population),Julidochromis regani,"Behavioural phenotype, Aggression",Julidochromis regani,,No shift,No,No shift,No shift,No shift,Behavioural differences between males and females,Just behavioural assessments. No shift.,,No,There is no shift in the quality of the interaction,NM,Exclude,no shift in the interaction,Agree with reviewer decision
MA316,140,Intraspecific,male-female,CF,"Sex-dependent implications of primary productivity and conspecific density on geographical body size variation in a newt: disentangling local, large scale and genetic factors","Pealver-Alczar, M. and Martnez-Solano, I. and Sequeira, F. and Aragn, P.",Journal of Biogeography,44,9,2096-2108,2017,10.1111/jbi.12993,03/03/2020 20:21,MW,Observational,Competition-cooperation,Intra-specific (within population),"Iberian newt, Lissotriton boscai",Body size is the focal trait. But the paper focuses on the causes rather than the consequences of body size variation.,Iberian newt,"Partially plastic, partially heritable.",,no,,NA,NA,"Yes, promotion of variation in traits relative to density.",The results indicate that population density and levels of intraspecific competition explain variation in body size between populations. But they do not look at the consequences of body size variation for competition/cooperation.,No shift.,No,There is no shift in the quality of the interaction,NM,Exclude,no shift in the interaction,Agree with reviewer decision
MA326,144,Interspecific,host-symbiont,LKL,Small-scale spatial heterogeneity in infection levels by symbionts of the amphipod Talorchestia quoyana (Talitridae),"Poulin, R and Rate, SR",MARINE ECOLOGY PROGRESS SERIES,212,NA,211-216,2001,10.3354/meps212211,01/01/2020 23:55,LKL,Observational,Host-symbiont,"Inter-specific (>2 species), Intra-specific (within population), Intra-specific (between populations)","Host, beach hopper amphipod Talorchestia quoyana ; symbionts/parasites including  species of mermithid nematode that resembles Thaumamermis cosgrovei, unidentified rhabditid nematode and phoretic deutonymph stage of the mite Dendrolaelaps sp.",NA,NA,NA,no shift indicated,No,NA,NA,No shift,No,Nil,Nil,No,"There is no evidence of trait variation, There is no shift in the quality of the interaction",NM,Exclude,no shift in the interaction,Agree with reviewer decision
MA339,150,Intraspecific,male-female,BC,"Sociosexuality, testosterone, and life history status: prospective associations and longitudinal changes among men in Cebu, Philippines","Gettler, Lee T. and Kuo, Patty X. and Rosenbaum, Stacy and Avila, Josephine L. and McDade, Thomas W. and Kuzawa, Christopher W.",EVOLUTION AND HUMAN BEHAVIOR,40,2,249-258,2019,10.1016/j.evolhumbehav.2018.11.001,12/22/2019 20:59:52,BC,Observational,"Male-female, Competition-cooperation",Intra-specific (within population),,MAting status/ child care,humans,no,Individuals,yes,Antagonistic to mutualistic,"mating status (social), presence of offspring",cooperation during child care parenting,yes,,,No,Humans as a study subject (note: this is currently being treated as an exclusion criteria),NM,Exclude,human empirical study,"Empirical studies on humans are being excluded (note, modelling, theory studies that are based on humans but are generalisable may be included)"
MA343,152,Intraspecific,competition-cooperation,UE,Spare to share? How does interindividual variation in metabolic rate influence food sharing in the honeybee?,"Reade, Abbie J. and Dillon, Michael and Naug, Dhruba",JOURNAL OF INSECT PHYSIOLOGY,112,NA,35-38,2019,10.1016/j.jinsphys.2018.11.006,02/05/2020 10:27,UE,"Observational, Experimental",Competition-cooperation,Intra-specific (within population),Apis mellifera,metabolic rate,Apis mellifera,no,"Individuals, but doesn't shift",no,"doesn't shift, just shows individual differences",NA,NA,individual differences,,no,No,There is no shift in the quality of the interaction,NM,Exclude,no shift in the interaction,Agree with reviewer decision
